row ID,pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,cabinCategory,embarked,boat,body,home.dest
Row214,1,yes,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,D,C,6,,"Lexington, MA"
Row215,1,no,"Newell, Mr. Arthur Webster",male,58,0,2,35273,113.275,D48,D,C,,122,"Lexington, MA"
Row216,1,yes,"Newsom, Miss. Helen Monypeny",female,19,0,2,11752,26.2833,D47,D,S,5,,"New York, NY"
Row217,1,no,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,26,,,S,,263,"Isle of Wight, England"
Row218,1,yes,"Oliva y Ocana, Dona. Fermina",female,39,0,0,PC 17758,108.9,C105,C,C,8,,
Row219,1,yes,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,,C,7,,"Paris, France"
Row220,1,yes,"Ostby, Miss. Helene Ragnhild",female,22,0,1,113509,61.9792,B36,B,C,5,,"Providence, RI"
Row221,1,no,"Ostby, Mr. Engelhart Cornelius",male,65,0,1,113509,61.9792,B30,B,C,,234,"Providence, RI"
Row222,1,no,"Ovies y Rodriguez, Mr. Servando",male,28.5,0,0,PC 17562,27.7208,D43,D,C,,189,"?Havana, Cuba"
Row223,1,no,"Parr, Mr. William Henry Marsh",male,,0,0,112052,0,,,S,,,Belfast
Row224,1,no,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,C,S,,166,"Surbiton Hill, Surrey"
Row225,1,no,"Payne, Mr. Vivian Ponsonby",male,23,0,0,12749,93.5,B24,B,S,,,"Montreal, PQ"
Row226,1,no,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,C,S,,,"Isleworth, England"
Row227,1,yes,"Pears, Mrs. Thomas (Edith Wearne)",female,22,1,0,113776,66.6,C2,C,S,8,,"Isleworth, England"
Row228,1,no,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,C,,,"Madrid, Spain"
Row229,1,yes,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,C,8,,"Madrid, Spain"
Row230,1,yes,"Perreault, Miss. Anne",female,30,0,0,12749,93.5,B73,B,S,3,,
Row231,1,yes,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,C,S,6,,"Toronto, ON"
Row232,1,no,"Porter, Mr. Walter Chamberlain",male,47,0,0,110465,52,C110,C,S,,207,"Worcester, MA"
Row233,1,yes,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,C,7,,"Mt Airy, Philadelphia, PA"
Row234,1,no,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,,,S,,,"Rotterdam, Netherlands"
Row235,1,yes,"Rheims, Mr. George Alexander Lucien",male,,0,0,PC 17607,39.6,,,S,A,,"Paris /  New York, NY"
Row236,1,no,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,,C,,232,
Row237,1,no,"Robbins, Mr. Victor",male,,0,0,PC 17757,227.525,,,C,,,
Row238,1,yes,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",female,43,0,1,24160,211.3375,B3,B,S,2,,"St Louis, MO"
Row239,1,no,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,A,S,,,"Trenton, NJ"
Row240,1,yes,"Romaine, Mr. Charles Hallace (Mr C Rolmane)",male,45,0,0,111428,26.55,,,S,9,,"New York, NY"
Row241,1,no,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50,A32,A,S,,,"Seattle, WA"
Row242,1,yes,"Rosenbaum, Miss. Edith Louise",female,33,0,0,PC 17613,27.7208,A11,A,C,11,,"Paris, France"
Row243,1,no,"Rosenshine, Mr. George (Mr George Thorne)",male,46,0,0,PC 17585,79.2,,,C,,16,"New York, NY"
Row244,1,no,"Ross, Mr. John Hugo",male,36,0,0,13049,40.125,A10,A,C,,,"Winnipeg, MB"
Row245,1,yes,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,B,S,8,,"London  Vancouver, BC"
Row246,1,no,"Rothschild, Mr. Martin",male,55,1,0,PC 17603,59.4,,,C,,,"New York, NY"
Row247,1,yes,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,,,C,6,,"New York, NY"
Row248,1,no,"Rowe, Mr. Alfred G",male,33,0,0,113790,26.55,,,S,,109,London
Row249,1,yes,"Ryerson, Master. John Borie",male,13,2,2,PC 17608,262.375,B57 B59 B63 B66,B,C,4,,"Haverford, PA / Cooperstown, NY"
Row250,1,yes,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,B,C,4,,"Haverford, PA / Cooperstown, NY"
Row251,1,yes,"Ryerson, Miss. Susan Parker Suzette",female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,B,C,4,,"Haverford, PA / Cooperstown, NY"
Row252,1,no,"Ryerson, Mr. Arthur Larned",male,61,1,3,PC 17608,262.375,B57 B59 B63 B66,B,C,,,"Haverford, PA / Cooperstown, NY"
Row253,1,yes,"Ryerson, Mrs. Arthur Larned (Emily Maria Borie)",female,48,1,3,PC 17608,262.375,B57 B59 B63 B66,B,C,4,,"Haverford, PA / Cooperstown, NY"
Row254,1,yes,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,C,S,3,,"Manchester, England"
Row255,1,yes,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,B,C,9,,
Row256,1,yes,"Salomon, Mr. Abraham L",male,,0,0,111163,26,,,S,1,,"New York, NY"
Row257,1,yes,"Schabert, Mrs. Paul (Emma Mock)",female,35,1,0,13236,57.75,C28,C,C,11,,"New York, NY"
Row258,1,yes,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,,,C,4,,
Row259,1,yes,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,,S,7,,"New York, NY"
Row260,1,yes,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,153.4625,C125,C,S,3,,"New York, NY / Greenwich CT"
Row261,1,yes,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,26.2875,E24,E,S,5,,"St Louis, MO"
Row262,1,no,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,E,S,,,"Duluth, MN"
Row263,1,yes,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,55.9,E44,E,S,11,,"Duluth, MN"
Row264,1,yes,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,A,C,3,,"Basel, Switzerland"
Row265,1,yes,"Sloper, Mr. William Thompson",male,28,0,0,113788,35.5,A6,A,S,7,,"New Britain, CT"
Row266,1,no,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,,S,,,"New York, NY"
Row267,1,no,"Smith, Mr. James Clinch",male,56,0,0,17764,30.6958,A7,A,C,,,"St James, Long Island, NY"
Row268,1,no,"Smith, Mr. Lucien Philip",male,24,1,0,13695,60,C31,C,S,,,"Huntington, WV"
Row269,1,no,"Smith, Mr. Richard William",male,,0,0,113056,26,A19,A,S,,,"Streatham, Surrey"
Row270,1,yes,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",female,18,1,0,13695,60,C31,C,S,6,,"Huntington, WV"
Row271,1,yes,"Snyder, Mr. John Pillsbury",male,24,1,0,21228,82.2667,B45,B,S,7,,"Minneapolis, MN"
Row272,1,yes,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",female,23,1,0,21228,82.2667,B45,B,S,7,,"Minneapolis, MN"
Row273,1,yes,"Spedden, Master. Robert Douglas",male,6,0,2,16966,134.5,E34,E,C,3,,"Tuxedo Park, NY"
Row274,1,yes,"Spedden, Mr. Frederic Oakley",male,45,1,1,16966,134.5,E34,E,C,3,,"Tuxedo Park, NY"
Row275,1,yes,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,E,C,3,,"Tuxedo Park, NY"
Row276,1,no,"Spencer, Mr. William Augustus",male,57,1,0,PC 17569,146.5208,B78,B,C,,,"Paris, France"
Row277,1,yes,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,,1,0,PC 17569,146.5208,B78,B,C,6,,"Paris, France"
Row278,1,yes,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,30.5,B50,B,C,3,,"Basel, Switzerland"
Row279,1,no,"Stead, Mr. William Thomas",male,62,0,0,113514,26.55,C87,C,S,,,"Wimbledon Park, London / Hayling Island, Hants"
Row280,1,yes,"Stengel, Mr. Charles Emil Henry",male,54,1,0,11778,55.4417,C116,C,C,1,,"Newark, NJ"
Row281,1,yes,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",female,43,1,0,11778,55.4417,C116,C,C,5,,"Newark, NJ"
Row282,1,yes,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,78.2667,D20,D,C,4,,"Haverford, PA"
Row283,1,no,"Stewart, Mr. Albert A",male,,0,0,PC 17605,27.7208,,,C,,,"Gallipolis, Ohio / ? Paris / New York"
Row284,1,yes,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,B,,6,,"Cincinatti, OH"
Row285,1,no,"Straus, Mr. Isidor",male,67,1,0,PC 17483,221.7792,C55 C57,C,S,,96,"New York, NY"
Row286,1,no,"Straus, Mrs. Isidor (Rosalie Ida Blun)",female,63,1,0,PC 17483,221.7792,C55 C57,C,S,,,"New York, NY"
Row287,1,no,"Sutton, Mr. Frederick",male,61,0,0,36963,32.3208,D50,D,S,,46,"Haddenfield, NJ"
Row288,1,yes,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,D,S,8,,"Brooklyn, NY"
Row289,1,yes,"Taussig, Miss. Ruth",female,18,0,2,110413,79.65,E68,E,S,8,,"New York, NY"
Row290,1,no,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,E,S,,,"New York, NY"
Row291,1,yes,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,79.65,E67,E,S,8,,"New York, NY"
Row292,1,yes,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,52,C126,C,S,5 7,,"London /  East Orange, NJ"
Row293,1,yes,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,52,C126,C,S,5 7,,"London /  East Orange, NJ"
Row294,1,no,"Thayer, Mr. John Borland",male,49,1,1,17421,110.8833,C68,C,C,,,"Haverford, PA"
Row295,1,yes,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,110.8833,C70,C,C,B,,"Haverford, PA"
Row296,1,yes,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,110.8833,C68,C,C,4,,"Haverford, PA"
Row297,1,yes,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,,C,D,,"New York, NY"
Row298,1,yes,"Tucker, Mr. Gilbert Milligan Jr",male,31,0,0,2543,28.5375,C53,C,C,7,,"Albany, NY"
Row299,1,no,"Uruchurtu, Don. Manuel E",male,40,0,0,PC 17601,27.7208,,,C,,,"Mexico City, Mexico"
Row300,1,no,"Van der hoef, Mr. Wyckoff",male,61,0,0,111240,33.5,B19,B,S,,245,"Brooklyn, NY"
Row301,1,no,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,D,S,,,"East Orange, NJ"
Row302,1,yes,"Ward, Miss. Anna",female,35,0,0,PC 17755,512.3292,,,C,3,,
Row303,1,no,"Warren, Mr. Frank Manley",male,64,1,0,110813,75.25,D37,D,C,,,"Portland, OR"
Row304,1,yes,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,D,C,5,,"Portland, OR"
Row305,1,no,"Weir, Col. John",male,60,0,0,113800,26.55,,,S,,,"England Salt Lake City, Utah"
Row306,1,no,"White, Mr. Percival Wayland",male,54,0,1,35281,77.2875,D26,D,S,,,"Brunswick, ME"
Row307,1,no,"White, Mr. Richard Frasar",male,21,0,1,35281,77.2875,D26,D,S,,169,"Brunswick, ME"
Row308,1,yes,"White, Mrs. John Stuart (Ella Holmes)",female,55,0,0,PC 17760,135.6333,C32,C,C,8,,"New York, NY / Briarcliff Manor NY"
Row309,1,yes,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,C,S,8,,"Youngstown, OH"
Row310,1,no,"Wick, Mr. George Dennick",male,57,1,1,36928,164.8667,,,S,,,"Youngstown, OH"
Row311,1,yes,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,,,S,8,,"Youngstown, OH"
Row312,1,no,"Widener, Mr. George Dunton",male,50,1,1,113503,211.5,C80,C,C,,,"Elkins Park, PA"
Row313,1,no,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,C,,,"Elkins Park, PA"
Row314,1,yes,"Widener, Mrs. George Dunton (Eleanor Elkins)",female,50,1,1,113503,211.5,C80,C,C,4,,"Elkins Park, PA"
Row315,1,yes,"Willard, Miss. Constance",female,21,0,0,113795,26.55,,,S,8 10,,"Duluth, MN"
Row316,1,no,"Williams, Mr. Charles Duane",male,51,0,1,PC 17597,61.3792,,,C,,,"Geneva, Switzerland / Radnor, PA"
Row317,1,yes,"Williams, Mr. Richard Norris II",male,21,0,1,PC 17597,61.3792,,,C,A,,"Geneva, Switzerland / Radnor, PA"
Row318,1,no,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,C,S,,,"London, England"
Row319,1,yes,"Wilson, Miss. Helen Alice",female,31,0,0,16966,134.5,E39 E41,E,C,3,,
Row320,1,yes,"Woolner, Mr. Hugh",male,,0,0,19947,35.5,C52,C,S,D,,"London, England"
Row321,1,no,"Wright, Mr. George",male,62,0,0,113807,26.55,,,S,,,"Halifax, NS"
Row322,1,yes,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,C,8,,"New York, NY / Washington, DC"
Row323,2,no,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,,C,,,"Russia New York, NY"
Row324,2,yes,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,,,C,10,,"Russia New York, NY"
Row325,2,no,"Aldworth, Mr. Charles Augustus",male,30,0,0,248744,13,,,S,,,"Bryn Mawr, PA, USA"
Row326,2,no,"Andrew, Mr. Edgardo Samuel",male,18,0,0,231945,11.5,,,S,,,"Buenos Aires, Argentina / New Jersey, NJ"
Row327,2,no,"Andrew, Mr. Frank Thomas",male,25,0,0,C.A. 34050,10.5,,,S,,,"Cornwall, England Houghton, MI"
Row328,2,no,"Angle, Mr. William A",male,34,1,0,226875,26,,,S,,,"Warwick, England"
Row329,2,yes,"Angle, Mrs. William A (Florence Mary Agnes Hughes)",female,36,1,0,226875,26,,,S,11,,"Warwick, England"
Row330,2,no,"Ashby, Mr. John",male,57,0,0,244346,13,,,S,,,"West Hoboken, NJ"
Row331,2,no,"Bailey, Mr. Percy Andrew",male,18,0,0,29108,11.5,,,S,,,"Penzance, Cornwall / Akron, OH"
Row332,2,no,"Baimbrigge, Mr. Charles Robert",male,23,0,0,C.A. 31030,10.5,,,S,,,Guernsey
Row333,2,yes,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,D,S,10,,"Bristol, Avon / Jacksonville, FL"
Row334,2,no,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,,,S,,,"Plymouth, Dorset / Houghton, MI"
Row335,2,no,"Bateman, Rev. Robert James",male,51,0,0,S.O.P. 1166,12.525,,,S,,174,"Jacksonville, FL"
Row336,2,yes,"Beane, Mr. Edward",male,32,1,0,2908,26,,,S,13,,"Norwich / New York, NY"
Row337,2,yes,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,26,,,S,13,,"Norwich / New York, NY"
Row338,2,no,"Beauchamp, Mr. Henry James",male,28,0,0,244358,26,,,S,,,England
Row339,2,yes,"Becker, Master. Richard F",male,1,2,1,230136,39,F4,F,S,11,,"Guntur, India / Benton Harbour, MI"
Row340,2,yes,"Becker, Miss. Marion Louise",female,4,2,1,230136,39,F4,F,S,11,,"Guntur, India / Benton Harbour, MI"
Row341,2,yes,"Becker, Miss. Ruth Elizabeth",female,12,2,1,230136,39,F4,F,S,13,,"Guntur, India / Benton Harbour, MI"
Row342,2,yes,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",female,36,0,3,230136,39,F4,F,S,11,,"Guntur, India / Benton Harbour, MI"
Row343,2,yes,"Beesley, Mr. Lawrence",male,34,0,0,248698,13,D56,D,S,13,,London
Row344,2,yes,"Bentham, Miss. Lilian W",female,19,0,0,28404,13,,,S,12,,"Rochester, NY"
Row345,2,no,"Berriman, Mr. William John",male,23,0,0,28425,13,,,S,,,"St Ives, Cornwall / Calumet, MI"
Row346,2,no,"Botsford, Mr. William Hull",male,26,0,0,237670,13,,,S,,,"Elmira, NY / Orange, NJ"
Row347,2,no,"Bowenur, Mr. Solomon",male,42,0,0,211535,13,,,S,,,London
Row348,2,no,"Bracken, Mr. James H",male,27,0,0,220367,13,,,S,,,"Lake Arthur, Chavez County, NM"
Row349,2,yes,"Brown, Miss. Amelia Mildred",female,24,0,0,248733,13,F33,F,S,11,,"London / Montreal, PQ"
Row350,2,yes,"Brown, Miss. Edith Eileen",female,15,0,2,29750,39,,,S,14,,"Cape Town, South Africa / Seattle, WA"
Row351,2,no,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,39,,,S,,,"Cape Town, South Africa / Seattle, WA"
Row352,2,yes,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,39,,,S,14,,"Cape Town, South Africa / Seattle, WA"
Row353,2,yes,"Bryhl, Miss. Dagmar Jenny Ingeborg ",female,20,1,0,236853,26,,,S,12,,"Skara, Sweden / Rockford, IL"
Row354,2,no,"Bryhl, Mr. Kurt Arnold Gottfrid",male,25,1,0,236853,26,,,S,,,"Skara, Sweden / Rockford, IL"
Row355,2,yes,"Buss, Miss. Kate",female,36,0,0,27849,13,,,S,9,,"Sittingbourne, England / San Diego, CA"
Row356,2,no,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,13,,,S,,97,"Southsea, Hants"
Row357,2,no,"Byles, Rev. Thomas Roussel Davids",male,42,0,0,244310,13,,,S,,,London
Row358,2,yes,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,,,S,,,"New York, NY"
Row359,2,yes,"Caldwell, Master. Alden Gates",male,0.8333,0,2,248738,29,,,S,13,,"Bangkok, Thailand / Roseville, IL"
Row360,2,yes,"Caldwell, Mr. Albert Francis",male,26,1,1,248738,29,,,S,13,,"Bangkok, Thailand / Roseville, IL"
Row361,2,yes,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,,S,13,,"Bangkok, Thailand / Roseville, IL"
Row362,2,yes,"Cameron, Miss. Clear Annie",female,35,0,0,F.C.C. 13528,21,,,S,14,,"Mamaroneck, NY"
Row363,2,no,"Campbell, Mr. William",male,,0,0,239853,0,,,S,,,Belfast
Row364,2,no,"Carbines, Mr. William",male,19,0,0,28424,13,,,S,,18,"St Ives, Cornwall / Calumet, MI"
Row365,2,no,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,,,S,,,London
Row366,2,no,"Carter, Rev. Ernest Courtenay",male,54,1,0,244252,26,,,S,,,London
Row367,2,no,"Chapman, Mr. Charles Henry",male,52,0,0,248731,13.5,,,S,,130,"Bronx, NY"
Row368,2,no,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,26,,,S,,17,"Cornwall / Spokane, WA"
Row369,2,no,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",female,29,1,0,SC/AH 29037,26,,,S,,,"Cornwall / Spokane, WA"
Row370,2,yes,"Christy, Miss. Julie Rachel",female,25,1,1,237789,30,,,S,12,,London
Row371,2,yes,"Christy, Mrs. (Alice Frances)",female,45,0,2,237789,30,,,S,12,,London
Row372,2,no,"Clarke, Mr. Charles Valentine",male,29,1,0,2003,26,,,S,,,"England / San Francisco, CA"
Row373,2,yes,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,,S,14,,"England / San Francisco, CA"
Row374,2,no,"Coleridge, Mr. Reginald Charles",male,29,0,0,W./C. 14263,10.5,,,S,,,"Hartford, Huntingdonshire"
Row375,2,no,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,,S,,,"Helsinki, Finland Ashtabula, Ohio"
Row376,2,yes,"Collett, Mr. Sidney C Stuart",male,24,0,0,28034,10.5,,,S,9,,"London / Fort Byron, NY"
Row377,2,yes,"Collyer, Miss. Marjorie Lottie",female,8,0,2,C.A. 31921,26.25,,,S,14,,"Bishopstoke, Hants / Fayette Valley, ID"
Row378,2,no,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,26.25,,,S,,,"Bishopstoke, Hants / Fayette Valley, ID"
Row379,2,yes,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,,,S,14,,"Bishopstoke, Hants / Fayette Valley, ID"
Row380,2,yes,"Cook, Mrs. (Selena Rogers)",female,22,0,0,W./C. 14266,10.5,F33,F,S,14,,Pennsylvania
Row381,2,no,"Corbett, Mrs. Walter H (Irene Colvin)",female,30,0,0,237249,13,,,S,,,"Provo, UT"
Row382,2,no,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",female,,0,0,F.C.C. 13534,21,,,S,,,"Upper Burma, India Pittsburgh, PA"
Row383,2,no,"Cotterill, Mr. Henry Harry",male,21,0,0,29107,11.5,,,S,,,"Penzance, Cornwall / Akron, OH"
Row384,2,no,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,,S,,,Belfast
Row385,2,yes,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,,S,14,,"St Ives, Cornwall / Hancock, MI"
Row386,2,no,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,,S,,,"Lyndhurst, England"
Row387,2,yes,"Davies, Mrs. John Morgan (Elizabeth Agnes Mary White) ",female,48,0,2,C.A. 33112,36.75,,,S,14,,"St Ives, Cornwall / Hancock, MI"
Row388,2,yes,"Davis, Miss. Mary",female,28,0,0,237668,13,,,S,13,,"London / Staten Island, NY"
Row389,2,no,"de Brito, Mr. Jose Joaquim",male,32,0,0,244360,13,,,S,,,"Portugal / Sau Paulo, Brazil"
Row390,2,no,"Deacon, Mr. Percy William",male,17,0,0,S.O.C. 14879,73.5,,,S,,,
Row391,2,no,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,,C,,295,"Lucca, Italy / California"
Row392,2,yes,"del Carlo, Mrs. Sebastiano (Argenia Genovesi)",female,24,1,0,SC/PARIS 2167,27.7208,,,C,12,,"Lucca, Italy / California"
Row393,2,no,"Denbury, Mr. Herbert",male,25,0,0,C.A. 31029,31.5,,,S,,,"Guernsey / Elizabeth, NJ"
Row394,2,no,"Dibden, Mr. William",male,18,0,0,S.O.C. 14879,73.5,,,S,,,"New Forest, England"
Row395,2,yes,"Doling, Miss. Elsie",female,18,0,1,231919,23,,,S,,,Southampton
Row396,2,yes,"Doling, Mrs. John T (Ada Julia Bone)",female,34,0,1,231919,23,,,S,,,Southampton
Row397,2,no,"Downton, Mr. William James",male,54,0,0,28403,26,,,S,,,"Holley, NY"
Row398,2,yes,"Drew, Master. Marshall Brines",male,8,0,2,28220,32.5,,,S,10,,"Greenport, NY"
Row399,2,no,"Drew, Mr. James Vivian",male,42,1,1,28220,32.5,,,S,,,"Greenport, NY"
Row400,2,yes,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,,S,10,,"Greenport, NY"
Row401,2,yes,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,,,C,12,,"Barcelona, Spain / Havana, Cuba"
Row402,2,yes,"Duran y More, Miss. Florentina",female,30,1,0,SC/PARIS 2148,13.8583,,,C,12,,"Barcelona, Spain / Havana, Cuba"
Row403,2,no,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,13,,,S,,,"England / Detroit, MI"
Row404,2,no,"Enander, Mr. Ingvar",male,21,0,0,236854,13,,,S,,,"Goteborg, Sweden / Rockford, IL"
Row405,2,no,"Fahlstrom, Mr. Arne Jonas",male,18,0,0,236171,13,,,S,,,"Oslo, Norway Bayonne, NJ"
Row406,2,no,"Faunthorpe, Mr. Harry",male,40,1,0,2926,26,,,S,,286,"England / Philadelphia, PA"
Row407,2,yes,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,29,1,0,2926,26,,,S,16,,
Row408,2,no,"Fillbrook, Mr. Joseph Charles",male,18,0,0,C.A. 15185,10.5,,,S,,,"Cornwall / Houghton, MI"
Row409,2,no,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,,S,,236,"Rochester, NY"
Row410,2,no,"Frost, Mr. Anthony Wood Archie",male,,0,0,239854,0,,,S,,,Belfast
Row411,2,no,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,,S,,,"Janjgir, India / Pennsylvania"
Row412,2,no,"Fynney, Mr. Joseph J",male,35,0,0,239865,26,,,S,,322,"Liverpool / Montreal, PQ"
Row413,2,no,"Gale, Mr. Harry",male,38,1,0,28664,21,,,S,,,"Cornwall / Clear Creek, CO"
Row414,2,no,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,,S,,,"Cornwall / Clear Creek, CO"
Row415,2,yes,"Garside, Miss. Ethel",female,34,0,0,243880,13,,,S,12,,"Brooklyn, NY"
Row416,2,no,"Gaskell, Mr. Alfred",male,16,0,0,239865,26,,,S,,,"Liverpool / Montreal, PQ"
Row417,2,no,"Gavey, Mr. Lawrence",male,26,0,0,31028,10.5,,,S,,,"Guernsey / Elizabeth, NJ"
Row418,2,no,"Gilbert, Mr. William",male,47,0,0,C.A. 30769,10.5,,,S,,,Cornwall
Row419,2,no,"Giles, Mr. Edgar",male,21,1,0,28133,11.5,,,S,,,"Cornwall / Camden, NJ"
Row420,2,no,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,,,S,,,"Cornwall / Camden, NJ"
Row421,2,no,"Giles, Mr. Ralph",male,24,0,0,248726,13.5,,,S,,297,"West Kensington, London"
Row422,2,no,"Gill, Mr. John William",male,24,0,0,233866,13,,,S,,155,"Clevedon, England"
Row423,2,no,"Gillespie, Mr. William Henry",male,34,0,0,12233,13,,,S,,,"Vancouver, BC"
Row424,2,no,"Givard, Mr. Hans Kristensen",male,30,0,0,250646,13,,,S,,305,
Row425,2,no,"Greenberg, Mr. Samuel",male,52,0,0,250647,13,,,S,,19,"Bronx, NY"
Row426,2,no,"Hale, Mr. Reginald",male,30,0,0,250653,13,,,S,,75,"Auburn, NY"
Row427,2,yes,"Hamalainen, Master. Viljo",male,0.6667,1,1,250649,14.5,,,S,4,,"Detroit, MI"
Row428,2,yes,"Hamalainen, Mrs. William (Anna)",female,24,0,2,250649,14.5,,,S,4,,"Detroit, MI"
Row429,2,no,"Harbeck, Mr. William H",male,44,0,0,248746,13,,,S,,35,"Seattle, WA / Toledo, OH"
Row430,2,yes,"Harper, Miss. Annie Jessie Nina",female,6,0,1,248727,33,,,S,11,,"Denmark Hill, Surrey / Chicago"
Row431,2,no,"Harper, Rev. John",male,28,0,1,248727,33,,,S,,,"Denmark Hill, Surrey / Chicago"
